study_id,project_name,study_phase,protocol_version,designation,variant_id,model_id,level_factor,protocol_id,feature,reason,ref_value,var_value,diff,tau,ref_run_id,var_run_id
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,1,P00_canonical,adaptation_index,definedness,0.5216693418942094,,,0.05216693418942095,r-068a1eafd4afbbd6d23e,r-8bda1e276eb2f7b6b6fd
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,1,P00_canonical,last_isi,exceeds,23.700000000004948,7.78999999999845,15.910000000006498,0.5,r-068a1eafd4afbbd6d23e,r-8bda1e276eb2f7b6b6fd
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,1,P00_canonical,spike_count,exceeds,4.0,3.0,1.0,0.5,r-068a1eafd4afbbd6d23e,r-8bda1e276eb2f7b6b6fd
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,1,P03_rheobase,rheobase,exceeds,0.06143706031008811,0.06314459394850079,0.001707533638412681,0.0012287412062017623,s-fa4d0c2502716e8c3739,s-58739cadc00b994ae8fd
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,1,P04_step_2x,first_spike_latency,exceeds,29.099999999845693,30.199999999844692,1.0999999999989996,0.5819999999969139,r-96e71f2e3b8549494d50,r-c81d52890d74838d2d97
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,1,P05_long_step,first_spike_latency,exceeds,42.88999999983315,44.78999999983142,1.899999999998272,0.857799999996663,r-74af15e68cf19cbae102,r-648e80c2ad1c5b9aaec5
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,1,P05_long_step,last_isi,exceeds,24.470000000534128,26.590000000580403,2.120000000046275,1.110000000024229,r-74af15e68cf19cbae102,r-648e80c2ad1c5b9aaec5
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,1,P05_long_step,spike_count,exceeds,83.0,77.0,6.0,3.0,r-74af15e68cf19cbae102,r-648e80c2ad1c5b9aaec5
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,1,P06_ramp,first_spike_latency,exceeds,382.869999999524,392.90999999951487,10.039999999990869,7.6573999999904805,r-6afcc4c87334b55f282e,r-56cb7b318b9aedb3f1db
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-30561b52ef,traub2005_testseg_all,2,P00_canonical,adaptation_index,definedness,0.5214881334190068,,,0.05216693418942095,r-87bcc3cd30685deaf603,r-234111c237f28ef84942
